,0
C(c1ccccc1)n1c(c(C(Nc2ccc(cc2)Oc2ccccc2)=O)nn1)N,"['CO[C@H]1O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]1NC(C)=O', 'O=C(O)CCCCCNC(=O)OCc1ccccc1', 'CCOC(=O)CCC(=O)O[C@@H]1[C@H](O[C@@H]2[C@H](C)[C@H](O[C@@H]3C[C@](C)(OC)[C@H](O)[C@H](C)O3)[C@H](C)C(=O)O[C@H](CC)[C@](C)(O)[C@H](O)[C@H](C)C(=O)[C@H](C)C[C@]2(C)O)O[C@H](C)C[C@H]1N(C)C', 'O=C(CCc1ccccc1)C[C@H](O)/C=C/c1ccccc1', 'C=C1CC[C@]2(C)CC[C@@H](C(=C)C)CC2=C1C', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCCCCCCCCC', 'CC1(C)CC[C@@]2(C=O)[C@@H](C1)[C@H]1C(=O)C[C@@H]3[C@@]4(C)CC[C@H](O[C@@H]5OC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O', 'Cc1ccc(C(=O)c2cn(CCC[C@H](C)O)c3ccccc23)c2ccccc12', 'CC(=C/C(=O)O)/C=C/C=C(/C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1', 'CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@@H]1[C@H](O)C[C@]2(C)[C@@H]3CC=C4[C@H](C[C@H](O)C(=O)C4(C)C)[C@@]3(C)C(=O)C[C@@]12C', 'O=C(O)c1ccc(O)c(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1', 'CCCCC/C=C\\C/C=C\\C/C=C\\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)CO[P@](=O)(O)O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H]1O', 'CC(=O)OC[C@H]1O[C@@H](Oc2ccc([N+](=O)[O-])cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O', 'Cc1noc([C@@H](C)NC(=O)NC(C)(C)C)c1C(=O)O', 'Fc1ccc(OCc2nnc([C@H]3CCN(c4nccc(C(F)(F)F)n4)C3)o2)cc1']"
Cc1c(C)nc(nc1N1C[C@@H](CN2CCCCC2)[C@H](C1)CO)N1CCCC1,"['CCCCC[C@H](C(=O)CCc1ccc(O)c(O[C@H]2CC#C[C@H](O)c3ccc(C(N)N)cc3CC3=CN=C4C=[N+]2C=C34)c1)[C@H](O)C[C@H](O)CCC', 'CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC', 'CCCCCC/C=C\\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\\CCCCCCCC)CO[P@](=O)(O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O', 'CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCC(=O)O[C@H](COCCCCCCCC/C=C/CCCCCC)CO[P@@](=O)(O)OCC[N+](C)(C)C', 'COc1ccc2c(CN3CC=C(c4ccccc4)CC3)cc(=O)oc2c1', 'C/C(=N/N=c1/[nH]c(C)cc(=O)[nH]1)C(=O)O', 'Fc1ccccc1CN1CC[C@H](c2nnc(-c3ccccc3)o2)C1', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC', 'CCCCCCCCC[C@H](CCCCCCCCCCCC(=O)O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O', 'CN[C@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](O)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@@]1(C)O', 'O=C(CCCCCCc1ccccc1)c1nncs1', 'O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C1c2ccc(O)cc2Oc2cc(O)ccc21', 'COc1cc(CC[C@H]2C[C@H](O)C[C@@H](c3cc(OC)c(O)c(OC[C@H]4N[C@@H](C)CC5(CCCC5)[C@]45[C@H](C(=O)O)C=C[C@@H]5c4ccnc(N)c4)c3)O2)ccc1O', 'COc1ccc(-c2ccc(N)c(NC(=O)c3ccccc3)c2)cc1', 'C=C(C(=O)OC)[C@@H]1[C@H](O)C[C@]2(C)[C@H](O)CCC(=O)[C@H]2[C@@H]1O']"
C([C@H](C(O)=O)N)SC(c1ccccc1)(c1ccccc1)c1ccccc1,"['C[C@@H]1[C@@H]2C[C@H](C[C@@H]2[C@@H]2CCC[C@H](O)C2)C1(C)C', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCCCCCCCC', 'CC(=O)N1CCC(N2CCC[C@H]2c2nc(-c3ccnc(N4CCC(C(N)=O)CC4)c3)no2)CC1', 'C[C@@](O)(CC(=O)O)CC(=O)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@@H](O)[C@H]1O', 'OC[C@@H]1O[C@@H](Oc2ccc(O)cc2)[C@@H](O)[C@H](O)[C@H]1O', 'Oc1nc2ccccc2c2nc(-c3ccccc3)nn12', 'Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNS(=O)(=O)NC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)[C@@H](O)[C@H]1O', 'COc1ccc(C(=O)N2CC[C@H](c3nnc(C)o3)C2)cc1OC', 'Oc1cc2c(cc1O)-c1cc3ccc(O)c(O)c3c[n+]1CC2', 'COC(=O)[C@@H]1CC[C@H](C(=O)O)C1', 'CC[C@@H](C)C(NC(=O)[C@@H](N)CO)=C(O)O', 'CCCC[C@H](C)C[C@H](O)/C=C/[C@@H]1[C@H](O)C[C@H](O)[C@@H]1CCCCCCC(=O)O', 'CC(=O)N(O)CCC[C@H](N)C(=O)O', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCCCC', 'CC(=O)Nc1nc2cc(O)ccc2s1']"
Cc1nc2CNCCc2c(NCCOCc2ccc(cc2)[Cl])n1,"['CC(C)=CCc1c(O)cc2oc3cc(O)c4c(c3c(=O)c2c1O)C=CC(C)(C)O4', 'CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2/C(=N\\NC(N)=O)CC[C@@]3(O)[C@H]1C5', 'COC(=O)[C@]12C(=O)[C@](C)(O)C(=O)[C@@]1(C)C(C)=C[C@@H]1[C@]2(C)CC[C@H]2C(C)(C)[C@@H](OC(C)=O)CC[C@@]21C=O', 'CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@H]1CNCc1ncco1', 'O=C1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@@H]1CCCCN1[C@H]3O', 'O=C1[C@@H]2C[C@@H](O)CN2C2(CN(Cc3ccccn3)C2)C(=O)N1Cc1ccccc1Cl', 'Cc1ccc(C(=O)O)cn1', 'CCCCCCCCCCCCCC[C@H](O)[C@H](O)[C@H](N)CO', 'C[C@H]1O[C@@H](OC(C)(C)[C@@H]2Cc3cc4ccc(=O)oc4cc3O2)[C@@H](O)[C@@H](O)[C@@H]1O', 'CCCCCCS[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O', 'NC(=O)N1c2ccccc2C=C(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)c2ccccc21', 'COc1ccc(C(=O)NC[C@H]2C[C@@H]3CCN2C[C@@H]3c2cc(C3CCCC3)nn2C)cc1', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCC/C=C\\CCCCCC', 'Nc1nc2c(c(=O)[nH]1)N/C(=N\\Cc1ccc(C(=O)O)cc1)CN2', 'C=C1[C@H]2[C@@H](CO)C[C@]3(C(=O)CCc4cccc(c4)C[C@H]4c5cc6cc(ccc6cc5CC[C@H]4O)C[C@]13C)[C@@]2(O)OC']"
Cc1ccc2nc(c3c[nH]c4ccccc34)c(NC3CCCC3)n2c1,"['C[C@H](O)[C@@H](NC(=O)[C@H](N)CCCNC(=N)N)C(=O)O', 'CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O)[C@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)CCC(=O)O', 'CCCCCCCC/C=C\\CCCCCC/C=C\\OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\\CCCCCCCC', 'COc1cc(C[C@@H](CO)[C@H](CO[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)Cc2cc(OC)c(O)c(OC)c2)cc(OC)c1O', 'CC(C)(C)NC[C@@H](O)c1ccc(OS(=O)(=O)O)c(CO)c1', 'Cc1cc2c(c(C)c1O)CC[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2', 'CN(CCc1ccccn1)[C@@H]1[C@@H](O)[C@H](NCC2CC2)[C@H]2CO[C@@H]1O2', 'S=C=Nc1cccc(NC(=S)NCCCCNC(=S)Nc2cccc(N=C=S)c2)c1', 'CC(=O)O[C@@H]1C[C@@H]2C(COC(=O)CC(C)C)=CO[C@H](OC(=O)CC(C)C)[C@@H]2[C@@]1(O)CCl', 'CCOC(=O)C[C@@](O)(CC(=O)O)C(=O)OCC', 'CC1(C)COCN1COC1CCCCC1', 'CCCCCCN[C@@H]1C[C@@H](O)[C@H](CO)[C@H]1Cc1ccnc(C(C)(C)C)n1', 'CN1C[C@H](NC(=O)c2ccc(F)cc2)CCC[C@@H](C(=O)N(C)Cc2cccnc2)CC1=O', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCCC)COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC', 'CN(C)[C@@H]1C(=O)C(C(=O)NCN2CCCC2)=C(O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@@H]3C[C@H]12']"
Cn1c(cnc1NCc1ccccc1F)c1ccc(cc1)[Cl],"['O=S1(=O)CC[C@@H](Br)C1', 'O=c1c(OS(=O)(=O)O)c(-c2ccc(OS(=O)(=O)O)c(O)c2)oc2cc(O)cc(O)c12', 'CN[C@H]1CO[C@H](O[P@](=O)(O)O[P@](=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(O)nc3=O)C[C@@H]2O)C[C@@H]1O', 'CC(C)[C@H]1CC[C@H](C)C[C@@]12OC[C@H](CO)O2', 'CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C\\C=C\\C[C@@H](C)OC(=O)C[C@H]1OC(C)=O', 'O=C(O)[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC', 'COC(=O)[C@]12CC[C@H](C)[C@H](C)[C@@H]1C1=CC[C@@H]3[C@]4(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]1(C)CC2', 'CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N/C=C\\c2ccc(cc2)O[C@@H]1C(C)C', 'O=Cc1ccc(OCc2ccccc2)c(O)c1', 'C=C1CC[C@@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1CC/C(C)=C/CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@@H]1O', 'C=C[C@](C)(CCC=C(C)C)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@@H]1O', 'CC(C)=CCc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O', 'CN1[C@H]2Cc3cc4c(cc3[C@]1(O)Cc1cc3c(cc12)OCO3)OCO4', 'CCCNC(=O)N1C[C@@H]2Oc3cc(-c4cnn(C)c4)ccc3C(=O)N(C)[C@@H]2C1']"
CCc1cnc(N)nc1NCCCNc1ccc(C)cn1,"['CCCCC/C=C\\C/C=C\\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC', 'C/C=C/SSSC', 'O=P(O)(O)OC[C@H]1O[C@@H](c2cccc(F)c2)C[C@@H]1O', 'CCCC/C=C\\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC', 'COc1ccc2c(Cc3c4ccccc4cc4ccccc34)cncc2c1O', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC', 'CC1(C)O[C@@]2([C@@H]3CC[C@H](Cc4ccccc4)[C@H](Cc4ccc(N)nc4)C3)CC[C@@H]1[C@](N)(CCO)C2', 'COC(=O)c1ccc2c(c1)nc1n2[C@@H](CNCc2ccc(F)c(F)c2)COC1', 'O=C(O)CCc1ccc(S)cc1', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCCCC', 'CC(C)[C@@H]1CC[C@@H](C)C[C@H]1[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O', 'CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCC', 'OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O', 'CC(C)[C@@H](NC(=O)[C@@H](N)[C@H](C)O)C(=O)O', 'CC1=C(CC[C@](C)(O)[C@H](O)CO)[C@@]2(C)CCCC(C)(C)[C@H]2CC1']"
CC1CCc2c(C1)c(c1ccc(cc1)F)c(C#N)c(N)n2,"['O=c1c(O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)c(-c2ccc(O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c12', 'CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O', 'CS(=O)(=O)c1ccc(CN[C@@H]2[C@H]3CO[C@H](O3)[C@H](n3cncn3)[C@H]2O)cc1', 'CC(=O)O[C@H]1C[C@H]2[C@@H](OC(C)=O)[C@@H]3[C@]4(CO4)[C@@H](OC(=O)/C=C/c4ccccc4)CC[C@@]3(C)[C@@H](O)[C@H](O)C(=C1C)C2(C)C', 'COc1ccc([C@H](O)[C@@H]2CO[C@@H](c3ccc(OC)c(OC)c3)[C@H]2CO)cc1OC', 'CCCCC/C=C\\C/C=C\\C/C=C\\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC', 'CN1C(=O)c2ccc(-c3cnn(C)c3)cc2O[C@H]2CN(Cc3nccs3)C[C@H]21', 'COc1ccc(C(OCCCCCCNC(=O)OCCSCCO)(c2ccccc2)c2ccc(OC)cc2)cc1', 'CO[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O', 'CC1(C)C=C[C@H](O)[C@@]2(C)[C@H]1C[C@@H](O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321', 'O=c1ccc2cc(S(=O)(=O)N3CCCCC3)ccc2o1', 'CN(C)c1ccc(C(=O)NC[C@H]2C[C@@H]3CCN2C[C@@H]3c2cc(-c3ccccc3)nn2C)cc1', 'Cc1c(C)c(C(=O)[C@@H](C)O)n2c1CCC2', 'COc1c(C)cc(C(=O)O)cc1C', 'CC(=O)CCC1=C(C)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)CC1(C)C']"
Clc1nc(Oc2ccccc2)nc(-c(c2c3cccc2)cn3-c2ccccc2)n1,"['C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO', 'CCCc1sc(-c2cccc(OCCNS(C)(=O)=O)c2)nc1CSc1nc(N)cc(N)n1', 'CCCCCC/C=C\\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCCCCCCCC', 'CCCCS(=O)(=O)O', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCC', 'CC(=O)c1cc([N+](=O)[O-])ccc1OC[C@H]1CO1', 'C=C(C)CCO[P@@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O', 'CCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@H]2CC[C@]2(C)[C@H]([C@@H](C)/C=C/[C@@H](CC)C(C)C)CC[C@H]32)C1', 'S=C(NC[C@H]1C[C@@H]2CCN1C[C@@H]2CN1CCN(c2ccccn2)CC1)Nc1ccccc1', 'C=C1C[C@@]23C[C@]1(O)CC[C@@H]2[C@]12CCC[C@@](C)(C(=O)OC1)[C@H]2[C@@H]3C(=O)O', 'COc1c(OC)c(OC(C)=O)c2cc(Cl)ccc2c1OC(C)=O', 'CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(C)=O)C(C)C)C(C)C)C(=O)Oc1ccc([N+](=O)[O-])cc1', 'C/C=C1/C[N@+]2(C)[C@H]3C[C@H]1[C@H](CO)[C@H]2Cc1c3[nH]c2ccc(O)cc12', 'CCCCC/C=C\\C/C=C\\C/C=C\\CCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\\CCCCCC)COC(=O)CCCCCCCCCCCCCCCCC', 'C=C(C)[C@H]1CC[C@@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@]3(C)CC[C@@H]3C(C)(C)[C@H](O)[C@H](OC(=O)c5ccc(O)c(O)c5)C[C@@]34C)[C@@H]12']"
CCOc1cc(CNCCc2ccc(cc2)F)ccc1OC,"['COc1cc(C[C@@H]2C(=O)OC[C@@H]2[C@H](O)c2ccc(O)c(OC)c2)ccc1O', 'C/C=C(\\C)C(=O)O[C@@H]1[C@]23O[C@@]2(C[C@H]2CC[C@H](OC(=O)/C=C\\SC)[C@@H](C)[C@]12C)OC(=O)[C@@H]3C', 'CCCC/C=C\\CCCCCCCCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O', 'Cc1ccc(SCC(=O)c2ccc3c(c2)CC(=O)N3)cc1', 'CC1=CC[C@H]2C[C@@H]1[C@]2(C)CC/C=C(\\C)CO', 'O=C(OC[C@@H]1CC(=O)[C@H]1COC(=O)c1ccccc1)c1ccccc1', 'COC(=O)CCc1ccc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c(OC)c1', 'CCCCC[C@@H]1C=C[C@@H](CCCCC[C@H](C(=O)O)[C@H](O)CCC2(O)CCCCC2)[C@H](O)C1', 'CCOc1ccccc1[C@@H]1[C@@H]2CCCC[C@]2(O)CCN1C(=O)/C=C/c1ccc(OC)cc1', 'CC[C@H]1CN(C(=O)c2cccnc2)CC[C@H]1CC(=O)NCc1ccccc1', 'N[C@H](CCC(=O)NN1CCC[C@H]1C(=O)O)C(=O)O', 'C[C@@H](CCC[C@@H](C)CO)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@@]21C', 'CC[C@H](/C=C1\\OC(=O)C2=C(c3cc(O)ccc3-c3cccc(CNC4CCCCC4)c3)[C@@H]3CC[C@@]21[C@H]1C2=C(CC[C@H]13)/C(=C/CC1([C@@H]3CCN[C@H](NC)C3)CCCC1)OC2=O)Cc1ccccc1', 'C[C@]12CN(CC[N+](C)(C)C)C[C@]1(C)[C@@H]1CC[C@@H]2O1', 'COc1cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c(CC=C(C)C)c1OC']"
C1CCN(CCCNC(c2cccc(c2)c2cn[nH]c2)=O)C(C1)CO,"['c1ccc(COc2ccc(NNc3ccccc3)cc2)cc1', 'COc1cc(CCC(=O)C[C@@H](O)[C@H](Cc2cnc[cH-]2)Cc2ccc(O)c(OC)c2Cc2cccc3ccccc23)ccc1O', 'Cc1ccc2nc(CO[C@H]3CN(Cc4ccncc4F)C[C@H]3F)[nH]c2c1', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CCCCCCCCC/C=C\\CCCCCC', 'C=C(CC[C@H](C)[C@@H]1CC[C@@H]2C3=C(CC[C@@]21C)[C@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3)C(C)C', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\CCCC)OC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC', 'O=C(O)COCC(=O)N1Cc2nc[nH]c2C[C@H]1c1nc(Cc2ccccc2)no1', 'C/C(=N/CCC(=O)O)C(=O)O', 'C=CCSC(=O)CCCCC', 'CC1=CC[C@@]2(CC1=O)[C@@H](C)C[C@H](O)[C@@H]2C(C)C', 'O=[N+]([O-])c1cccc(/N=C2/N=CCC(c3cccc(Cn4cncn4)c3)=N2)c1', 'C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)[C@@H]3CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C', 'O=c1c(O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12', 'CC(C)=CCc1c2c(c3oc4c(O)ccc(O)c4c(=O)c3c1O)C=CC(C)(C)O2', 'NCC(=O)Oc1c(-c2ccc(O)cc2)oc2cc(O)cc(O)c2c1=O']"
COc1ccccc1c1cc(N)n(n1)S(c1cccc2c1nsn2)(=O)=O,"['CCCCC[C@@H]1COCC(=O)O1', 'COc1ccc2c3c1O[C@@H]1[C@H](O)[C@H](Cl)C=C4[C@@H](C2)N(C)CC[C@]431', 'N#Cc1cccc(C(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2ccc(N3CCOCC3)nc2)c1', 'N[C@@H](Cc1ccc(O)cc1)C(=O)NC(Cc1c[nH]c2ccccc12)=C(O)O', 'CC1=C(C=O)[C@H]2[C@H](C(C)C)CC[C@]1(C)[C@@H]2C=O', 'Cn1nnc(-c2cc(-c3ccsc3)cnc2N)n1', 'CC(=O)C[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O', 'CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F', 'CSc1nc(NCCC=O)nc(NC(C)(C)C)n1', 'COc1ccc([C@H]2COc3cc(O)ccc3C2=O)c(O)c1', 'C[C@@]1(CCc2ccc(N)c(CCOCO)c2)Oc2cc3oc(CO)cc(=O)c3c(O)c2C[C@H]1O', 'C=C(C)[C@H]1C=C2[C@H](C)CC[C@@H]2[C@H](C)CC1', 'CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC', 'CCCCC/C=C\\C/C=C\\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC', 'CC1=C(O)C(=O)[C@]23CC(=O)CC[C@@H]2C=C[C@@H](C)[C@@H]3C1=O']"
